id|titulo|precio|envio|tipoVendedor|condicion|cantidadVendida|lugar|link|moneda
4227| Pedido Motorola V9 Libre De Fabrica |500.0|||Artículo nuevo|1 vendido|Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416890697-pedido-motorola-v9-libre-de-fabrica-_JM|S/.
4228| Huawei Ascend P8 Gra-l09 Libre Octacore,3gbram,13mpx,5.2pulg |1249.0|Envío gratis||Artículo nuevo|9|Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416654315-huawei-ascend-p8-gra-l09-libre-octacore3gbram13mpx52pulg-_JM|S/.
4229| Samsung Galaxy S4, 4g Lte |880.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416651832-samsung-galaxy-s4-4g-lte-_JM|S/.
4230| Sony Xperia M2 |400.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416812612-sony-xperia-m2-_JM|S/.
4231| Samsung Galaxias S4 |650.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416849413-samsung-galaxias-s4-_JM|S/.
4232| Huawei P8 Nuevo Con Accesorios |900.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416851597-huawei-p8-nuevo-con-accesorios-_JM|S/.
4233| Lg G3 Stylus D690 Dual Sim |559.0|||Artículo usado||Peru|Amazonas|http://articulo.mercadolibre.com.pe/MPE-416904060-lg-g3-stylus-d690-dual-sim-_JM|S/.
4234| Lg G3 D855 |700.0|||Artículo usado||Peru|Amazonas|http://articulo.mercadolibre.com.pe/MPE-416920287-lg-g3-d855-_JM|S/.
4235| Moto G 4g De Primera Generación |319.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417021815-moto-g-4g-de-primera-generacion-_JM|S/.
4236| Aoc M601 Dual Core 8gb De Ram 2 De Rom Seminuevo |200.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417092457-aoc-m601-dual-core-8gb-de-ram-2-de-rom-seminuevo-_JM|S/.
4237| Celular Nokia Lumia 820- Detalle |300.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417104345-celular-nokia-lumia-820-detalle-_JM|S/.
4238| Remato Iphone 5 16gb 9/10 Como Nuevo En Caja Apple |599.99|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417189490-remato-iphone-5-16gb-910-como-nuevo-en-caja-apple-_JM|S/.
4239| Htc 626s Libre Cualquier Operador |439.0|||Artículo usado||Peru|Arequipa|http://articulo.mercadolibre.com.pe/MPE-417192055-htc-626s-libre-cualquier-operador-_JM|S/.
4240| Samsung S4 I9515 9.5/10 Libre |600.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416781341-samsung-s4-i9515-9510-libre-_JM|S/.
4241| Alcatel One Touch Pop 2 4.5 |359.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416797874-alcatel-one-touch-pop-2-45-_JM|S/.
4242| Htc Desire 626s Blanco |580.0|||Artículo usado||Peru|Arequipa|http://articulo.mercadolibre.com.pe/MPE-416948203-htc-desire-626s-blanco-_JM|S/.
4243| Blackberry 9700 Liberado Con Detalle |110.0|||Artículo usado||Peru|Callao|http://articulo.mercadolibre.com.pe/MPE-417045302-blackberry-9700-liberado-con-detalle-_JM|S/.
4244| Celular Advance Hi4206 Libre |250.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417178315-celular-advance-hi4206-libre-_JM|S/.
4245| Samsung Gt-e2230l Celular Smartphone Entrega Inmediata Hoy!! |0.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416595437-samsung-gt-e2230l-celular-smartphone-entrega-inmediata-hoy-_JM|S/.
4246| Celular Alcatel C62 De Los Antiguos Para Claro !!!! |25.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416599897-celular-alcatel-c62-de-los-antiguos-para-claro--_JM|S/.
4247| Samsug S3 |550.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416612745-samsug-s3-_JM|S/.
4248| Motorola I290 Radio Nextel - Entel 2g Oferta!! |40.0|||Artículo usado||Peru|Callao|http://articulo.mercadolibre.com.pe/MPE-416631058-motorola-i290-radio-nextel-entel-2g-oferta-_JM|S/.
4249| Samsung Galaxy S3 Mini |270.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416719038-samsung-galaxy-s3-mini-_JM|S/.
4250| Samsung A5 |850.0|||Artículo usado||Peru|La Libertad|http://articulo.mercadolibre.com.pe/MPE-416752832-samsung-a5-_JM|S/.
4251| Moto X Xt1097 Segunda Generación Libre 32 Gb 4g |950.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417097925-moto-x-xt1097-segunda-generacion-libre-32-gb-4g-_JM|S/.
4252| Vendo Xperia Z4 |390.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417145865-vendo-xperia-z4-_JM|S/.
4253| Vendo Sony Xperia Z2 D6503 4g Lte Con Todos Sus Accesorios |1100.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417160807-vendo-sony-xperia-z2-d6503-4g-lte-con-todos-sus-accesorios-_JM|S/.
4254| Motorola Moto X Play Xt1563 3ra Generación,4g,lte,libre,21mp |1369.0||MercadoLíder Gold|Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416656369-motorola-moto-x-play-xt1563-3ra-generacion4gltelibre21mp-_JM|S/.
4255| Huawei P8 Lite |750.0|||Artículo nuevo||Peru|Ancash|http://articulo.mercadolibre.com.pe/MPE-416670587-huawei-p8-lite-_JM|S/.
4256| Cambio Galaxy S4 Libre X Iphone 5 32gb |550.0|||Artículo usado|1 vendido|Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416768085-cambio-galaxy-s4-libre-x-iphone-5-32gb-_JM|S/.
4257| Smartphone Celulares Samsung Galaxygrand Prime |500.0|||Artículo usado||Peru|Lambayeque|http://articulo.mercadolibre.com.pe/MPE-416791540-smartphone-celulares-samsung-galaxygrand-prime-_JM|S/.
4258| Vendo Celular Sony Xperia M4 |850.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416872669-vendo-celular-sony-xperia-m4-_JM|S/.
4259| Iphone 6 De 16gb |1400.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417065520-iphone-6-de-16gb-_JM|S/.
4260| Motorola Xt316 |50.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417159550-motorola-xt316-_JM|S/.
4261| Huawei P8 Lite Nuevo |750.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416656917-huawei-p8-lite-nuevo-_JM|S/.
4262| Blackberry Bold 9800, Con Accesorios !! |320.0|||Artículo usado|1 vendido|Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416755592-blackberry-bold-9800-con-accesorios--_JM|S/.
4263| Iphone 5s 16gb Libre De Fábrica |1050.0|||Artículo usado||Peru|La Libertad|http://articulo.mercadolibre.com.pe/MPE-416796662-iphone-5s-16gb-libre-de-fabrica-_JM|S/.
4264| Samsung Galaxy Note 3 4g Para Entel |850.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416972731-samsung-galaxy-note-3-4g-para-entel-_JM|S/.
4265| Vendo Sony Zl |600.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416975772-vendo-sony-zl-_JM|S/.
4266| Remato Samsung Ace 4 Duos Version Doble Camara En Caja |390.0|||||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416990106-remato-samsung-ace-4-duos-version-doble-camara-en-caja-_JM|S/.
4267| Lg Magna Lte |500.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417026395-lg-magna-lte-_JM|S/.
4268| Sony Ericsson W200, Para Movistar |50.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417132237-sony-ericsson-w200-para-movistar-_JM|S/.
4269| Motorola Moto G Xt1040 4glte Libre/claro Y Movistar 8gb,5mpx |599.0|Envío gratis||Artículo nuevo|3|Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416674268-motorola-moto-g-xt1040-4glte-libreclaro-y-movistar-8gb5mpx-_JM|S/.
4270| Sony Ericsson W300, Para Movistar |70.0|||Artículo usado|1 vendido|Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417270283-sony-ericsson-w300-para-movistar-_JM|S/.
4271| Samsung Galaxy Grand Prime 4g |500.0|||Artículo nuevo||Peru|Huanuco|http://articulo.mercadolibre.com.pe/MPE-416576290-samsung-galaxy-grand-prime-4g-_JM|S/.
4272| Samsung Galaxy Note 5 4g Lte 32gb 4g Ram Nuevo Libre |2599.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416580450-samsung-galaxy-note-5-4g-lte-32gb-4g-ram-nuevo-libre-_JM|S/.
4273| Moto G 4g - Xt1040 - Para Movistar Lte |400.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416641625-moto-g-4g-xt1040-para-movistar-lte-_JM|S/.
4274| Vendo Motorola Xt389 |120.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416757341-vendo-motorola-xt389-_JM|S/.
4275| Samsung Galaxy S6 Edge Plus 32gb Nuevo Libre De Fabrica |2549.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416762675-samsung-galaxy-s6-edge-plus-32gb-nuevo-libre-de-fabrica-_JM|S/.
4276| Samsung Galaxy Note 4 |1400.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416880643-samsung-galaxy-note-4-_JM|S/.
4277| Sony Xperia Zl Libre Para Cualquier Operador |629.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416902834-sony-xperia-zl-libre-para-cualquier-operador-_JM|S/.
4278| Lg G3 Beat D722p Nuevo En Caja Libre |600.0|||Artículo nuevo||Peru|La Libertad|http://articulo.mercadolibre.com.pe/MPE-416952826-lg-g3-beat-d722p-nuevo-en-caja-libre-_JM|S/.
4279| Samsung J5 Nuevo |750.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416958992-samsung-j5-nuevo-_JM|S/.
4280| Motorola Defy Mb526 Plus / Rooteado / Con Android 4.2 |130.0|||Artículo usado||Peru|Ica|http://articulo.mercadolibre.com.pe/MPE-417198875-motorola-defy-mb526-plus-rooteado-con-android-42-_JM|S/.
4281| Samsung S3 Mini - Liberado |259.99|||Artículo usado|2|Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416822278-samsung-s3-mini-liberado-_JM|S/.
4282| Iphone 4 |430.0|||Artículo usado||Peru|Lambayeque|http://articulo.mercadolibre.com.pe/MPE-416738503-iphone-4-_JM|S/.
4283| Moto G Xt1040 |330.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416865001-moto-g-xt1040-_JM|S/.
4284| Samsung Gear 2 |550.0|||Artículo usado||Peru|La Libertad|http://articulo.mercadolibre.com.pe/MPE-416925840-samsung-gear-2-_JM|S/.
4285| Phone 6 16gb Nuevo Precio Negociable |1700.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416932791-phone-6-16gb-nuevo-precio-negociable-_JM|S/.
4286| Iphone 6 De 16gb |1600.0|||Artículo usado||Peru|Arequipa|http://articulo.mercadolibre.com.pe/MPE-417105393-iphone-6-de-16gb-_JM|S/.
4287| Motorola Moto G Xt1040 :: Repuestos Carcasa Camara Jack |29.99|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417132224-motorola-moto-g-xt1040-repuestos-carcasa-camara-jack-_JM|S/.
4288| Celular Sony Xperia S Lt26i Libre,32gbi,camara De 12mpx Fhd |380.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417166924-celular-sony-xperia-s-lt26i-libre32gbicamara-de-12mpx-fhd-_JM|S/.
4289| Vendo O Cambio Nokia 5530 Malogrado O Partes |84.99|||Artículo usado|1 vendido|Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416611562-vendo-o-cambio-nokia-5530-malogrado-o-partes-_JM|S/.
4290| Samsung Galaxy J7 Doble Sim 13mpx 1.5 Ram 16gb Mica ,tienda |920.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416709161-samsung-galaxy-j7-doble-sim-13mpx-15-ram-16gb-mica-tienda-_JM|S/.
4291| Samsung Galaxy Note 1 Modelo N7000 Gtn7000 |500.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416804203-samsung-galaxy-note-1-modelo-n7000-gtn7000-_JM|S/.
4292| Samsung Galaxy S5 Mini 4g |850.0|||Artículo usado||Peru|Arequipa|http://articulo.mercadolibre.com.pe/MPE-417101795-samsung-galaxy-s5-mini-4g-_JM|S/.
4293| Samsung Galaxy S5 Libre De Fabrica |750.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417209437-samsung-galaxy-s5-libre-de-fabrica-_JM|S/.
4294| Smart Watch U8 Rojo Negro Blanco En Caja |99.99|||Artículo nuevo||Peru|Tacna|http://articulo.mercadolibre.com.pe/MPE-416495022-smart-watch-u8-rojo-negro-blanco-en-caja-_JM|S/.
4295| Motorola Xt1540 Unlocked Moto G, 3rd Generation 1 Gb Ram |815.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416565969-motorola-xt1540-unlocked-moto-g-3rd-generation-1-gb-ram-_JM|S/.
4296| Samsung Galaxy S4 Gt-i9515l Estado 9.5 De 10 (4g Libre 16gb |640.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416733722-samsung-galaxy-s4-gt-i9515l-estado-95-de-10-4g-libre-16gb-_JM|S/.
4297| Motorola, Moto E, 4 G Lte Segunda G 8 Gb.lollipop Tienda 600 |350.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416806099-motorola-moto-e-4-g-lte-segunda-g-8-gblollipop-tienda-600-_JM|S/.
4298| Cambio Smart Lg Flex 32gb Y Ps3 Slim 160gb Por Otro Artículo |1500.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416890897-cambio-smart-lg-flex-32gb-y-ps3-slim-160gb-por-otro-articulo-_JM|S/.
4299| Vendo Blackberry Bold 9700 Liberado |175.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416945968-vendo-blackberry-bold-9700-liberado-_JM|S/.
4300| Galaxy S4 4g Lte |590.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416988635-galaxy-s4-4g-lte-_JM|S/.
4301| Cambio Smart Lg Flex 32gb Y Ps3 Slim 160gb Por Otro Artículo |1500.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416890897-cambio-smart-lg-flex-32gb-y-ps3-slim-160gb-por-otro-articulo-_JM|S/.
4302| Vendo Blackberry Bold 9700 Liberado |175.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416945968-vendo-blackberry-bold-9700-liberado-_JM|S/.
4303| Galaxy S4 4g Lte |590.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416988635-galaxy-s4-4g-lte-_JM|S/.
4304| Samsung Galaxy S4 I9500 16gb 5 Pulgadas Blanco S/630 |630.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417000915-samsung-galaxy-s4-i9500-16gb-5-pulgadas-blanco-s630-_JM|S/.
4305| Celular Azumi A50c Excelente Estado Libre Y Limpio |360.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416504265-celular-azumi-a50c-excelente-estado-libre-y-limpio-_JM|S/.
4306| Sony Ericsson W890i - 9 Sobre 10 |250.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416781511-sony-ericsson-w890i-9-sobre-10-_JM|S/.
4307| Iphone 5s 32gb Silver, Libre De Fábrica, Cualquier Operador |1200.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416869890-iphone-5s-32gb-silver-libre-de-fabrica-cualquier-operador-_JM|S/.
4308| Alcatel Onetouch 10.45g |50.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416911060-alcatel-onetouch-1045g-_JM|S/.
4309| Ipod Touch 4g De 16gb Blanco Apple. Doble Cámara!! |210.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416973899-ipod-touch-4g-de-16gb-blanco-apple-doble-camara-_JM|S/.
4310| Celular Own S3030d |290.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417085058-celular-own-s3030d-_JM|S/.
4311| Lg Pro Lite |420.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417133907-lg-pro-lite-_JM|S/.
4312| Remato Motorola Moto E Dual Sim Xt1022 Libre Como Nuevo |259.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417155044-remato-motorola-moto-e-dual-sim-xt1022-libre-como-nuevo-_JM|S/.
4313| Lg G4 + Lg Pocket Photo (impresora Portatil) |1600.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417157278-lg-g4-lg-pocket-photo-impresora-portatil-_JM|S/.
4314| Celular Barato Galaxy Trend Plus Android Whatsapp Camara Mp3 |250.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417211047-celular-barato-galaxy-trend-plus-android-whatsapp-camara-mp3-_JM|S/.
4315| Vendo Samsung S4 |480.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417231759-vendo-samsung-s4-_JM|S/.
4316| Remato Sony Xperia E3 Estado 9/10 Solo Para Bitel |199.0|||||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417233270-remato-sony-xperia-e3-estado-910-solo-para-bitel-_JM|S/.
4317| Funda Gel Case Para Nokia Lumia 520 Protector Tpu Cover |10.0|||Artículo nuevo|2|Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417074610-funda-gel-case-para-nokia-lumia-520-protector-tpu-cover-_JM|S/.
4318| Moto E |270.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416537376-moto-e-_JM|S/.
4319| Equipo Lg Cm9540 |1300.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416603824-equipo-lg-cm9540-_JM|S/.
4320| Moto X Segunda Generacion Xt1097 |950.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416627763-moto-x-segunda-generacion-xt1097-_JM|S/.
4321| Celular Lg G3 D852 3gb Ram 32gb Caja 4g Lte Libre De Fabrica |1300.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416775827-celular-lg-g3-d852-3gb-ram-32gb-caja-4g-lte-libre-de-fabrica-_JM|S/.
4322| Lg G3 D855p 4g Blanco 9/10 Como Nuevo |700.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416861745-lg-g3-d855p-4g-blanco-910-como-nuevo-_JM|S/.
4323| Iphone 6 Plus 64gb Libre De Fábrica 4g Lte Silver |1999.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417055270-iphone-6-plus-64gb-libre-de-fabrica-4g-lte-silver-_JM|S/.
4324| Samsung Galaxy Young Gt S5360l |120.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417065165-samsung-galaxy-young-gt-s5360l-_JM|S/.
4325| Iphone 6 Bitel 16 Gbs Dorado |1200.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417175026-iphone-6-bitel-16-gbs-dorado-_JM|S/.
4326| Motorola Moto X Play |1180.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417190925-motorola-moto-x-play-_JM|S/.
4327| Galaxy S6 32gb Liberado - Original |1720.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416511918-galaxy-s6-32gb-liberado-original-_JM|S/.
4328| Iphone 6s 16gb En Stock - Space Gray Y Rose Gol - Garantía |2750.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416690684-iphone-6s-16gb-en-stock-space-gray-y-rose-gol-garantia-_JM|S/.
4329| Oferton Galaxy S5 A Solo 890 Impecable 9.5 |890.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416843580-oferton-galaxy-s5-a-solo-890-impecable-95-_JM|S/.
4330| Moto G Xt1032 8gb Libre Cualquier Operador Cable Y Cargador |320.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416889199-moto-g-xt1032-8gb-libre-cualquier-operador-cable-y-cargador-_JM|S/.
4331| Nokia Lumia 720 Para Claro 8/10 |230.0|||Artículo usado||Peru|Callao|http://articulo.mercadolibre.com.pe/MPE-417056570-nokia-lumia-720-para-claro-810-_JM|S/.
4332| Celular Motorola Xt611 |140.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417137002-celular-motorola-xt611-_JM|S/.
4333| Iphone 6 Negro |1300.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417190461-iphone-6-negro-_JM|S/.
4334| Remato Nokia Lumia 520.2 |150.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417211378-remato-nokia-lumia-5202-_JM|S/.
4335| Celular Huawei Y330 Nuevo,liberado Para Todos Los Operadores |220.0|||Artículo nuevo|1 vendido|Peru|Ica|http://articulo.mercadolibre.com.pe/MPE-416806904-celular-huawei-y330-nuevoliberado-para-todos-los-operadores-_JM|S/.
4336| Iphone 5 C Libre |700.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416528826-iphone-5-c-libre-_JM|S/.
4337| Celular Sky 5.0 |570.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416945247-celular-sky-50-_JM|S/.
4338| Lg G2 32gb Liberado De Fabrica 9.9 De 10 |600.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417048461-lg-g2-32gb-liberado-de-fabrica-99-de-10-_JM|S/.
4339| Remato Moto G Segunda Generacion 16gb En Muy Buen Estado 9.5 |449.0|Envío gratis||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417085704-remato-moto-g-segunda-generacion-16gb-en-muy-buen-estado-95-_JM|S/.
4340| Alcatel One Touch Fierce 7024w |200.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417086540-alcatel-one-touch-fierce-7024w-_JM|S/.
4341| Motog 3ra Generacion Y Alcatel Pixy |850.0|||Artículo nuevo||Peru|La Libertad|http://articulo.mercadolibre.com.pe/MPE-417133675-motog-3ra-generacion-y-alcatel-pixy-_JM|S/.
4342| Celular Motorola Xt303 |70.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417176194-celular-motorola-xt303-_JM|S/.
4343| Vendo O Cambio Lg G3 Quadcore 5,5 Pulgadas, 9.9 Libre |350.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417198867-vendo-o-cambio-lg-g3-quadcore-55-pulgadas-99-libre-_JM|S/.
4344| Galaxy Mini S5 (coreano) De 4.5 Pulgadas Oferta S/.140 |140.0|||||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417240193-galaxy-mini-s5-coreano-de-45-pulgadas-oferta-s140-_JM|S/.
4345| Celular Xiaomi Mi4 Versión 3 Gb Ram A 1200 Soles (garantía) |1200.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416863891-celular-xiaomi-mi4-version-3-gb-ram-a-1200-soles-garantia-_JM|S/.
4346| Vendo O Cambio Iphone 4s Original |500.0|||Artículo usado||Peru|Amazonas|http://articulo.mercadolibre.com.pe/MPE-416540863-vendo-o-cambio-iphone-4s-original-_JM|S/.
4347| Xperia Z1 Estado 9 De 10 |850.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416572027-xperia-z1-estado-9-de-10-_JM|S/.
4348| Motorola C115 Celular Smartphone Entrega Inmediata Hoy!!!!! |0.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416595514-motorola-c115-celular-smartphone-entrega-inmediata-hoy-_JM|S/.
4349| Lg G3 Dorado + Protector De Vidrio Templado |850.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416764505-lg-g3-dorado-protector-de-vidrio-templado-_JM|S/.
4350| Cambio Lg Magna |500.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416787614-cambio-lg-magna-_JM|S/.
4351| Iphone 4s 16gb Impecable Usado |470.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416827381-iphone-4s-16gb-impecable-usado-_JM|S/.
4352| Lg G3 Beat 9 De 10 - Libre De Fabrica |500.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416832543-lg-g3-beat-9-de-10-libre-de-fabrica-_JM|S/.
4353| Motorola Atrix 3 Hd |500.0|||Artículo usado|1 vendido|Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416842052-motorola-atrix-3-hd-_JM|S/.
4354| Samsung Galaxy S6 Edge 32gb 4g (color Blanco) |2049.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-416989547-samsung-galaxy-s6-edge-32gb-4g-color-blanco-_JM|S/.
4355| Vendo Motorola Moto E Xt1021 270 Nuevo Una Semana Dé Uso |270.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417038699-vendo-motorola-moto-e-xt1021-270-nuevo-una-semana-de-uso-_JM|S/.
4356| Moto E Dual Sim /movistar, Claro, Entel, Bitel,/1 Mes De Uso |290.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417060988-moto-e-dual-sim-movistar-claro-entel-bitel1-mes-de-uso-_JM|S/.
4357| Iphone 6 16 Gb Color Blanco |1250.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417141937-iphone-6-16-gb-color-blanco-_JM|S/.
4358| Vendo Sony Xperia M4 |650.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417147002-vendo-sony-xperia-m4-_JM|S/.
4359| Samsung Galaxy J5 Dual Sim 8gb, Garantia, Tienda |789.0|||Artículo nuevo||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417162970-samsung-galaxy-j5-dual-sim-8gb-garantia-tienda-_JM|S/.
4360| Huawei Y635 Oferta Usado Un Mes Super Oferta |350.0|||Artículo usado||Peru|Lima|http://articulo.mercadolibre.com.pe/MPE-417171498-huawei-y635-oferta-usado-un-mes-super-oferta-_JM|S/.
