1|MOTO X PLAY XT1563 16GB 21MPX DUAL SIM 4G LTE INCLUYE TURBO CARGADOR LIBRE DE FABRICA|1629|Tel̩fonos - Celulares - Lima|http://lima-lima.olx.com.pe/moto-x-play-xt1563-16gb-21mpx-dual-sim-4g-lte-incluye-turbo-cargador-libre-de-fabrica-iid-850833453|http://images02.olx-st.com/ui/96/66/23/t_1449187533_850833453_1.jpg
2|SAMSUNG GALAXY S6 EDGE PLUS G928 32GB 4G LTE LIBRE DE FABRICA NO LOGOS DE OPERADOR GARANTIA|2499|Tel̩fonos - Celulares - Lima|http://lima-lima.olx.com.pe/samsung-galaxy-s6-edge-plus-g928-32gb-4g-lte-libre-de-fabrica-no-logos-de-operador-garantia-iid-850816766|http://images03.olx-st.com/ui/99/85/93/t_1449181003_850816766_1.jpg
3|Remato moto g tersera generacion libre para cualquier operador|750|Tel̩fonos - Celulares - Piura|http://ciudadpiura.olx.com.pe/remato-moto-g-tersera-generacion-libre-para-cualquier-operador-iid-852488829|http://images03.olx-st.com/ui/63/40/98/t_1449962912_852488829_1.jpg
4|vendo o cambio samsung galaxy s6 edge gold|1900|Tel̩fonos - Celulares - Lima|http://lima-lima.olx.com.pe/vendo-o-cambio-samsung-galaxy-s6-edge-gold-iid-852488800|http://images03.olx-st.com/ui/68/35/59/t_1449962896_852488800_1.jpg
5|SAMSUNG GALAXY S6 EDGE PLUS 32GB 4G LTE, NUEVO SELLADO, GARANTIA, 3 TIENDAS, SOMOS EMPRESA|2450|Tel̩fonos - Celulares - Lima|http://lima-lima.olx.com.pe/samsung-galaxy-s6-edge-plus-32gb-4g-lte-nuevo-sellado-garantia-3-tiendas-somos-empresa-iid-852488771|http://images02.olx-st.com/ui/73/34/37/t_1449962884_852488771_1.jpg
6|MOTO X PLAY 16GB 2GB DE RAM DUAL SIM CON GARANTIA DE 12 MESES|1699|Tel̩fonos - Celulares - Lima|http://lima-lima.olx.com.pe/moto-x-play-16gb-2gb-de-ram-dual-sim-con-garantia-de-12-meses-iid-851880192|http://images01.olx-st.com/ui/94/83/15/t_1449708379_851880192_1.jpg
7|SAMSUNG GALAXY NOTE 5 32GB 4G LTE, NUEVO SELLADO, GARANTIA, 3 TIENDAS, SOMOS EMPRESA|2400|Tel̩fonos - Celulares - Lima|http://lima-lima.olx.com.pe/samsung-galaxy-note-5-32gb-4g-lte-nuevo-sellado-garantia-3-tiendas-somos-empresa-iid-852488718|http://images03.olx-st.com/ui/50/26/83/t_1449962854_852488718_1.jpg
8|SAMSUNG GALAXY NOTE 4 32GB 4G LTE CON GARANTIA DE 12 MESES|1899|Tel̩fonos - Celulares - Lima|http://lima-lima.olx.com.pe/samsung-galaxy-note-4-32gb-4g-lte-con-garantia-de-12-meses-iid-851876788|http://images03.olx-st.com/ui/97/66/68/t_1449707114_851876788_1.jpg
9|IPHONE 6S 64GB 4G LTE, NUEVO, SELLADO, GARANTIA, 3 TIENDAS SEGURAS, SOMOS EMPRESA|3049|Tel̩fonos - Celulares - Lima|http://lima-lima.olx.com.pe/iphone-6s-64gb-4g-lte-nuevo-sellado-garantia-3-tiendas-seguras-somos-empresa-iid-852488627|http://images02.olx-st.com/ui/89/23/66/t_1449962819_852488627_1.jpg
10|SAMSUNG GALAXY S6 EDGE DE 64GB 3GB DE RAM CON GARANTIA DE 12 MESES|2399|Tel̩fonos - Celulares - Lima|http://lima-lima.olx.com.pe/samsung-galaxy-s6-edge-de-64gb-3gb-de-ram-con-garantia-de-12-meses-iid-851875666|http://images02.olx-st.com/ui/55/40/31/t_1449706698_851875666_1.jpg
11|SAMSUNG GALAXY NOTE 5 32GB 4G LTE CON GARANTIA DE 12 MESES|2399|Tel̩fonos - Celulares - Lima|http://lima-lima.olx.com.pe/samsung-galaxy-note-5-32gb-4g-lte-con-garantia-de-12-meses-iid-851872273|http://images02.olx-st.com/ui/70/39/42/t_1449705435_851872273_1.jpg
12|Vendo sony xperia m2 acua|450|Tel̩fonos - Celulares - Piura|http://ciudadpiura.olx.com.pe/vendo-sony-xperia-m2-acua-iid-852488586|http://images04.olx-st.com/ui/92/17/21/t_1449962794_852488586_1.jpg
13|IPHONE 6S 16GB 4G LTE, NUEVO, SELLADO, GARANTIA, 3 TIENDAS SEGURAS, SOMOS EMPRESA|2699|Tel̩fonos - Celulares - Lima|http://lima-lima.olx.com.pe/iphone-6s-16gb-4g-lte-nuevo-sellado-garantia-3-tiendas-seguras-somos-empresa-iid-852488556|http://images01.olx-st.com/ui/67/08/42/t_1449962774_852488556_1.jpg
14|iPhone 6 De 16gb Con Todos Sus Accesorios|1500|Tel̩fonos - Celulares - Arequipa|http://ciudadarequipa.olx.com.pe/iphone-6-de-16gb-con-todos-sus-accesorios-iid-852488555|http://images04.olx-st.com/ui/52/15/32/t_1449962773_852488555_1.jpg
15|vendo o cambio htc j 4g|330|Tel̩fonos - Celulares - Lima|http://lima-lima.olx.com.pe/vendo-o-cambio-htc-j-4g-iid-852488548|http://images01.olx-st.com/ui/87/14/92/t_1449962769_852488548_1.jpg
16|SAMSUNG S4|650|Tel̩fonos - Celulares - Huaura|http://huaura.olx.com.pe/samsung-s4-iid-852488470|http://images03.olx-st.com/ui/77/12/76/t_1449962727_852488470_1.jpg
17|Cambio o vendo HUAWEI Y635|450|Tel̩fonos - Celulares - Lima|http://lima-lima.olx.com.pe/cambio-o-vendo-huawei-y635-iid-852488445|http://images03.olx-st.com/ui/68/12/97/t_1449962708_852488445_1.jpg
18|Vendo galaxe note 1|300|Tel̩fonos - Celulares - Lima|http://lima-lima.olx.com.pe/vendo-galaxe-note-1-iid-852488429|http://images04.olx-st.com/ui/66/09/14/t_1449962700_852488429_1.jpg
19|vendo o cambio samsung galaxy s3|400|Tel̩fonos - Celulares - Lima|http://lima-lima.olx.com.pe/vendo-o-cambio-samsung-galaxy-s3-iid-852488406|http://images01.olx-st.com/ui/92/11/58/t_1449962687_852488406_1.jpg
20|Htc Desire 626s 4G|450|Tel̩fonos - Celulares - Lima|http://lima-lima.olx.com.pe/htc-desire-626s-4g-iid-852488319|http://images02.olx-st.com/ui/56/98/70/t_1449962648_852488319_1.jpg
21|HUAWEI P8 LITE ALE L23 16GB GRIS CON NEGRO NUEVO POR ESTRENAR|790|Tel̩fonos - Celulares - Lima|http://lima-lima.olx.com.pe/huawei-p8-lite-ale-l23-16gb-gris-con-negro-nuevo-por-estrenar-iid-852488311|http://images04.olx-st.com/ui/64/76/39/t_1449962641_852488311_1.jpg
22|Sony xperia m2 aqua entel, bitel|420|Tel̩fonos - Celulares - Arequipa|http://ciudadarequipa.olx.com.pe/sony-xperia-m2-aqua-entel-bitel-iid-852488293|http://images01.olx-st.com/ui/72/97/21/t_1449962629_852488293_1.jpg
23|Reloj Smartwatch Q18 Curvo Sim Android Mp3 Android U8|210|Tel̩fonos - Celulares - Lima|http://lima-lima.olx.com.pe/reloj-smartwatch-q18-curvo-sim-android-mp3-android-u8-iid-852488284|http://images01.olx-st.com/ui/66/86/79/t_1449962625_852488284_1.jpg
24|vendo o cambio blackberry 9900|250|Tel̩fonos - Celulares - Lima|http://lima-lima.olx.com.pe/vendo-o-cambio-blackberry-9900-iid-852488285|http://images02.olx-st.com/ui/85/93/62/t_1449962625_852488285_1.jpg
25|LG G4 CAJA|1550|Tel̩fonos - Celulares - Lima|http://lima-lima.olx.com.pe/lg-g4-caja-iid-852488205|http://images02.olx-st.com/ui/79/93/16/t_1449962585_852488205_1.jpg
26|Sony xperia m4 aqua octacore entel, bitel|500|Tel̩fonos - Celulares - Arequipa|http://ciudadarequipa.olx.com.pe/sony-xperia-m4-aqua-octacore-entel-bitel-iid-852488162|http://images01.olx-st.com/ui/75/90/63/t_1449962564_852488162_1.jpg
27|Samsung Galaxy J2 Nuevo Libre 4G 8Gb Quadcore 1.3Ghz|480|Tel̩fonos - Celulares - Lima|http://lima-lima.olx.com.pe/samsung-galaxy-j2-nuevo-libre-4g-8gb-quadcore-1-3ghz-iid-852488130|http://images03.olx-st.com/ui/59/85/91/t_1449962547_852488130_1.jpg
28|GALAXY S6 10/10|1550|Tel̩fonos - Celulares - Lima|http://lima-lima.olx.com.pe/galaxy-s6-10-10-iid-852488112|http://images01.olx-st.com/ui/80/80/77/t_1449962539_852488112_1.jpg
29|Maqueta huawei mate 7.|30|Tel̩fonos - Celulares - Lima|http://lima-lima.olx.com.pe/maqueta-huawei-mate-7-iid-852488094|http://images03.olx-st.com/ui/53/86/13/t_1449962531_852488094_1.jpg
30|iPhone 4S de 16GB Libre de Fabrica en Caja Sellada en Blanco y Negro|370|Tel̩fonos - Celulares - Lima|http://lima-lima.olx.com.pe/iphone-4s-de-16gb-libre-de-fabrica-en-caja-sellada-en-blanco-y-negro-iid-852326928|http://images04.olx-st.com/ui/57/16/99/t_1449878920_852326928_1.jpg
31|Vendo LG FLEX 2 290 dolares, Como nuevo.|$290USD|Tel̩fonos - Celulares - Lima|http://lima-lima.olx.com.pe/vendo-lg-flex-2-290-dolares-como-nuevo-iid-851693211|http://images03.olx-st.com/ui/99/45/78/t_1449625061_851693211_1.jpg
32|Vendo LG FLEX 2 290 dolares, Como nuevo.|$290USD|Tel̩fonos - Celulares - Lima|http://lima-lima.olx.com.pe/vendo-lg-flex-2-290-dolares-como-nuevo-iid-851693211|http://images03.olx-st.com/ui/99/45/78/t_1449625061_851693211_1.jpg
