id|origen|titulo|link|precio|moneda|monedaSimbolo|condicion|imagen|preciOld
225|li|Smartphone Motorola Moto G 2014 xt1068 Duos 2da Generación 8GB 8MP Dual Sim - Negro|/p/smartphone-motorola-moto-g-2014-xt1068-duos-2da-generacio-n-8gb-8mp-dual-sim-negro-tnzhju|649.90|Sol|S/.|nuevo|//media.linio.com.pe/p/motorola-9755-3624921-1-product.jpg|1399.00
226|li|SKY - 4.0D 4G 5MP Desbloqueado - Rosado|/p/sky-40d-4g-5mp-desbloqueado-rosado-lh9uqs|249.00|Sol|S/.|nuevo|//media.linio.com.pe/p/sky-3867-8187941-1-product.jpg|399.00
227|li|Smartphone Samsung Galaxy Ace 4 GT-G313ML Duos 4GB 3MP 4'' Desbloqueado - Blanco|/p/smartphone-samsung-galaxy-ace-4-gt-g313ml-duos-4gb-3mp-4-desbloqueado-blanco-tndy22|319.00|Sol|S/.|nuevo|//media.linio.com.pe/p/samsung-4650-3769921-1-product.jpg|779.00
228|li|Samsung Galaxy A300H/DS Duos 16GB 8MP 4.5'' Desbloqueado - Negro|/p/samsung-galaxy-a300h-ds-duos-16gb-8mp-45-desbloqueado-negro-vaxaju|799.00|Sol|S/.|nuevo|//media.linio.com.pe/p/samsung-3801-2769921-1-product.jpg|1499.00
229|li|Smartphone LG G4 H815 32G 4G LTE Desbloqueado - TITAN|/p/smartphone-lg-g4-h815-32g-4g-lte-desbloqueado-titan-yp00fm|1689.00|Sol|S/.|nuevo|//media.linio.com.pe/p/lg-4133-0259541-1-product.jpg|2500.00
230|li|Smartphone Verykool Lynx II s3503 3.5"  Dual SIM 3G HSPA Doble Camara 2MP - Negro|/p/smartphone-verykool-lynx-ii-s3503-35-dual-sim-3g-hspa-doble-camara-2mp-negro-n1vuup|169.00|Sol|S/.|nuevo|//media.linio.com.pe/p/verykool-9506-7612151-1-product.jpg|300.00
231|li|LG - Flip Cover Quick Circle Oficial para LG G3 STYLUS - PLOMO|/p/lg-flip-cover-quick-circle-oficial-para-lg-g3-stylus-plomo-jt660h|59.00|Sol|S/.|nuevo|//media.linio.com.pe/p/lg-6785-9266431-1-product.jpg|120.00
232|li|HTC Desire 626S 8GB 8MP 4G Desbloqueado - Blanco|/p/htc-desire-626s-8gb-8mp-4g-desbloqueado-blanco-qbqocc|749.00|Sol|S/.|nuevo|//media.linio.com.pe/p/htc-1849-5849541-1-product.jpg|1200.00
233|li|Smartphone Apple iPhone 6 Plus 16GB Desbloqueado-Negro|/p/smartphone-apple-iphone-6-plus-16gb-desbloqueado-negro-qbqb91|2599.00|Sol|S/.|nuevo|//media.linio.com.pe/p/apple-6212-5816711-1-product.jpg|2949.00
234|li|Smartphone LG G3 D855 5.5'' Snapdragon 801 2.5 GHz Android 4.4.2 KitKat Desbloqueado - Blanco|/p/smartphone-lg-g3-d855-55-snapdragon-801-25-ghz-android-442-kitkat-desbloqueado-blanco-ld48yj|1399.00|Sol|S/.|nuevo|//media.linio.com.pe/p/lg-9771-8867711-1-product.jpg|1999.00
235|li|Smartphone Lg G3 D855 Snapdragon 801 2.5 GHz Android OS 2GB 16GB Desbloqueado - Blanco|/p/smartphone-lg-g3-d855-snapdragon-801-25-ghz-android-os-2gb-16gb-desbloqueado-blanco-n4tlx9|1399.00|Sol|S/.|nuevo|//media.linio.com.pe/p/lg-6456-7158711-1-product.jpg|1999.00
236|li|Smartphone Sony Xperia Z1 C6903 5'' Snapdragon 800 2GB 16GB Desbloqueado - Negro|/p/smartphone-sony-xperia-z1-c6903-5-snapdragon-800-2gb-16gb-desbloqueado-negro-qdilal|1399.00|Sol|S/.|nuevo|//media.linio.com.pe/p/sony-2765-5517711-1-product.jpg|1950.00
237|li|Smartphone Samsung - Galaxy Prime Dual Sim Snapdragon 410 quad-core 1.2 GH Android 4.4 KitKat 8GB - Negro|/p/smartphone-samsung-galaxy-prime-dual-sim-snapdragon-410-quad-core-12-gh-android-44-kitkat-8gb-negro-lgoyft|899.00|Sol|S/.|nuevo|//media.linio.com.pe/p/samsung-9585-8272711-1-product.jpg|1349.00
238|li|ETOWAY - Tablet Kids - Cover de goma - 8GB 2Mpg Pantalla HD - Verde|/p/etoway-tablet-kids-cover-de-goma-8gb-2mpg-pantalla-hd-verde-vdb4v9|399.00|Sol|S/.|nuevo|//media.linio.com.pe/p/etoway-1567-2314911-1-product.jpg|
239|li|Smartphone Huawei Ascend Y600 Dual Core 4GB 5MP Dual Sim Desbloqueado - Negro|/p/smartphone-huawei-ascend-y600-dual-core-4gb-5mp-dual-sim-desbloqueado-negro-v9saim|460.00|Sol|S/.|nuevo|//media.linio.com.pe/p/huawei-7389-2902121-1-product.jpg|899.00
240|li|Hoco - Correa Apple Watch Band Acero - Plateado|/p/hoco-correa-apple-watch-band-acero-plateado-n0ofkz|399.00|Sol|S/.|nuevo|//media.linio.com.pe/p/hoco-9456-7818331-1-product.jpg|
241|li|Etowat - Tablet Kids - Cover de goma 8GB 2Mpg Pantalla HD - Naranja|/p/etowat-tablet-kids-cover-de-goma-8gb-2mpg-pantalla-hd-naranja-ym1t48|399.00|Sol|S/.|nuevo|//media.linio.com.pe/p/etoway-2739-0774121-1-product.jpg|
242|li|Intense Devices - Smartwatch ID-S504 Bluetooth - Negro|/p/intense-devices-smartwatch-id-s504-bluetooth-negro-jqtf35|370.00|Sol|S/.|nuevo|//media.linio.com.pe/p/intense-devices-3912-9660031-1-product.jpg|
243|li|Smartphone Samsung Galaxy Grand Prime DUOS Quad Core 8MP 8GB - Negro|/p/smartphone-samsung-galaxy-grand-prime-duos-quad-core-8mp-8gb-negro-yq75pg|749.00|Sol|S/.|nuevo|//media.linio.com.pe/p/samsung-3172-0016421-1-product.jpg|999.00
244|li|Advance PR5445 Phablet 3G 7" Procesador INTEL 4GB DualSIM DUALCamara Bluetooth GPS - Azul|/p/advance-pr5445-phablet-3g-7-procesador-intel-4gb-dualsim-dualcamara-bluetooth-gps-azul-wzohr6|348.00|Sol|S/.|nuevo|//media.linio.com.pe/p/advance-9651-1553541-1-product.jpg|599.00
245|li|Smartphone HTC Desire 320 4.5" QuadCORE 4GB 5MP 1080p - Gris|/p/smartphone-htc-desire-320-45-quadcore-4gb-5mp-1080p-gris-tqyz49|459.00|Sol|S/.|nuevo|//media.linio.com.pe/p/htc-9777-3169731-1-product.jpg|699.00
246|li|Smartphone Samsung A3 A3000M 16GB M.Interna 1GB de RAM 5MP Negro|/p/smartphone-samsung-a3-a3000m-16gb-minterna-1gb-de-ram-5mp-negro-n0ngtl|1239.00|Sol|S/.|nuevo|//media.linio.com.pe/p/samsung-3570-7863831-1-product.jpg|2100.00
247|li|LG - Joy - 4.0 Pulg. Android 4.4 Dual Sim Smartphone Desbloqueado - Negro|/p/lg-joy-40-pulg-android-44-dual-sim-smartphone-desbloqueado-negro-vcr81m|399.00|Sol|S/.|nuevo|//media.linio.com.pe/p/lg-6248-2413241-1-product.jpg|500.00
248|li|Smartphone Samsung A5 Dual Sim 2GB RAM 16Gb interno - Negro|/p/smartphone-samsung-a5-dual-sim-2gb-ram-16gb-interno-negro-ld44bt|1199.00|Sol|S/.|nuevo|//media.linio.com.pe/p/samsung-3572-8863831-1-product.jpg|2100.00
249|li|Samsung Galaxy J1 4G LTE SM-J100M 4GB 5MP Desbloqueado - Negro|/p/samsung-galaxy-j1-4g-lte-sm-j100m-4gb-5mp-desbloqueado-negro-tmtu9x|549.00|Sol|S/.|nuevo|//media.linio.com.pe/p/samsung-6487-3887331-1-product.jpg|700.00
250|li|Hoco - Correa Apple Watch Band Acero - Plateado|/p/hoco-correa-apple-watch-band-acero-plateado-n0ofkz|399.00|Sol|S/.|nuevo|//media.linio.com.pe/p/hoco-9456-7818331-1-product.jpg|
251|li|Smartphone Doogee Ibiza F2 Desbloqueado Negro|/p/smartphone-doogee-ibiza-f2-desbloqueado-negro-v9ry4q|469.99|Sol|S/.|nuevo|//media.linio.com.pe/p/doogee-7994-2958241-1-product.jpg|919.99
252|li|Smartphone Doogee Valencia 2 Y100 Desbloqueado Blanco|/p/smartphone-doogee-valencia-2-y100-desbloqueado-blanco-lgpwe8|469.99|Sol|S/.|nuevo|//media.linio.com.pe/p/doogee-5081-8268241-1-product.jpg|899.99
253|li|Smartphone Doogee Valencia 2 Y100 Desbloqueado Amarillo|/p/smartphone-doogee-valencia-2-y100-desbloqueado-amarillo-s29urk|469.99|Sol|S/.|nuevo|//media.linio.com.pe/p/doogee-5079-4368241-1-product.jpg|899.99
254|li|Smartphone HTC ONE M9 32GB 20MP 4G LTE- Gris|/p/smartphone-htc-one-m9-32gb-20mp-4g-lte-gris-ykuduo|2239.00|Sol|S/.|nuevo|//media.linio.com.pe/p/htc-6129-0960441-1-product.jpg|2999.00
255|li|Smartphone Doogee Valencia 2 Y100 Desbloqueado Rosado|/p/smartphone-doogee-valencia-2-y100-desbloqueado-rosado-n3nta8|469.99|Sol|S/.|nuevo|//media.linio.com.pe/p/doogee-5072-7368241-1-product.jpg|899.99
256|li|Smartphone Doogee Dagger DG550 Desbloqueado Negro|/p/smartphone-doogee-dagger-dg550-desbloqueado-negro-n498w0|529.99|Sol|S/.|nuevo|//media.linio.com.pe/p/doogee-5076-7268241-1-product.jpg|1199.99
257|li|Huawei - Huawei P8 lite Libre 13mp 4GLte Desbloqueado - Blanco|/p/huawei-huawei-p8-lite-libre-13mp-4glte-desbloqueado-blanco-tmtdbw|869.00|Sol|S/.|nuevo|//media.linio.com.pe/p/huawei-1849-3849541-1-product.jpg|1800.00
258|li|Apple - Iphone 6 128GB 8MP - Plateado|/p/apple-iphone-6-128gb-8mp-plateado-vek1bu|3599.00|Sol|S/.|nuevo|//media.linio.com.pe/p/apple-4236-217998-1-product.jpg|4559.00
259|li|Smartphone Alcatel One Touch Fire 3.2MP 512 Desbloqueado - Blanco|/p/smartphone-alcatel-one-touch-fire-32mp-512-desbloqueado-blanco-lflfln|199.00|Sol|S/.|nuevo|//media.linio.com.pe/p/alcatel-7657-846619-1-product.jpg|399.00
260|li|Smartphone Apple iPhone 6 Plus 128gb 4G LTE Desbloqueado - Gris|/p/smartphone-apple-iphone-6-plus-128gb-4g-lte-desbloqueado-gris-jrgz31|3179.99|Sol|S/.|nuevo|//media.linio.com.pe/p/apple-0632-955109-1-product.jpg|4200.00
261|li|Smartphone Samsung Galaxy A5 Quad - Core 1.2GHz 13MP 16GB 4G LTE - Blanco|/p/smartphone-samsung-galaxy-a5-quad-core-12ghz-13mp-16gb-4g-lte-blanco-ynw24l|1269.00|Sol|S/.|nuevo|//media.linio.com.pe/p/samsung-1411-049329-1-product.jpg|1650.00
262|li|Smartphone Samsung Galaxy A5 16GB 5MP 4G LTE Desbloqueado - Blanco|/p/smartphone-samsung-galaxy-a5-16gb-5mp-4g-lte-desbloqueado-blanco-qbql91|1229.00|Sol|S/.|nuevo|//media.linio.com.pe/p/samsung-8546-5853611-1-product.jpg|1599.00
263|li|Smartphone Iphone 5C Dual Core 1.3 Ghz iOs 7 1GB 16GB 8MP 1.2MP - Blanco|/p/smartphone-iphone-5c-dual-core-13-ghz-ios-7-1gb-16gb-8mp-12mp-blanco-lhagd7|1349.00|Sol|S/.|nuevo|//media.linio.com.pe/p/apple-8621-8169611-1-product.jpg|1999.00
264|li|Smartphone LG G2 Mini Dual Sim Snapdragon 400 1.2GHz Android 4.4.2 KitKat 8GB 13MP - Negro|/p/smartphone-lg-g2-mini-dual-sim-snapdragon-400-12ghz-android-442-kitkat-8gb-13mp-negro-tps9ax|849.00|Sol|S/.|nuevo|//media.linio.com.pe/p/lg-0064-3372711-1-product.jpg|1099.00
265|li|Smartphone Sony Xperia Z1 C6903 5'' Snapdragon 800 2GB 16GB Desbloqueado - Negro|/p/smartphone-sony-xperia-z1-c6903-5-snapdragon-800-2gb-16gb-desbloqueado-negro-qdilal|1399.00|Sol|S/.|nuevo|//media.linio.com.pe/p/sony-2765-5517711-1-product.jpg|1950.00
266|li|Smartphone Huawei Ascend Y600 Dual Core 4GB 5MP Dual Sim Desbloqueado - Negro|/p/smartphone-huawei-ascend-y600-dual-core-4gb-5mp-dual-sim-desbloqueado-negro-v9saim|460.00|Sol|S/.|nuevo|//media.linio.com.pe/p/huawei-7389-2902121-1-product.jpg|899.00
267|li|Smartphone Lg G3 D855 Snapdragon 801 2.5 GHz Android OS 2GB 16GB Desbloqueado - Blanco|/p/smartphone-lg-g3-d855-snapdragon-801-25-ghz-android-os-2gb-16gb-desbloqueado-blanco-n4tlx9|1399.00|Sol|S/.|nuevo|//media.linio.com.pe/p/lg-6456-7158711-1-product.jpg|1999.00
268|li|Smartphone Samsung - Galaxy Prime Dual Sim Snapdragon 410 quad-core 1.2 GH Android 4.4 KitKat 8GB - Negro|/p/smartphone-samsung-galaxy-prime-dual-sim-snapdragon-410-quad-core-12-gh-android-44-kitkat-8gb-negro-lgoyft|899.00|Sol|S/.|nuevo|//media.linio.com.pe/p/samsung-9585-8272711-1-product.jpg|1349.00
269|li|ETOWAY - Tablet Kids - Cover de goma - 8GB 2Mpg Pantalla HD - Verde|/p/etoway-tablet-kids-cover-de-goma-8gb-2mpg-pantalla-hd-verde-vdb4v9|399.00|Sol|S/.|nuevo|//media.linio.com.pe/p/etoway-1567-2314911-1-product.jpg|
270|li|Samsung Galaxy J1 4G LTE 5MP 1.2GHz Desbloqueado - Negro|/p/samsung-galaxy-j1-4g-lte-5mp-12ghz-desbloqueado-negro-vc5yls|459.00|Sol|S/.|nuevo|//media.linio.com.pe/p/samsung-6565-2525141-1-product.jpg|1200.00
271|li|Cell Blue - Smartphone MAXWEST Astro 4.5  Desbloqueado - Negro|/p/cell-blue-smartphone-maxwest-astro-45-desbloqueado-negro-orrpr6|289.00|Sol|S/.|nuevo|//media.linio.com.pe/p/cell-blue-1610-6259641-1-product.jpg|339.00
272|li|Alcatel - Idol X+ - 5" 8GB 2GB Android Jelly Bean Smartphone Desbloqueado - Negro|/p/alcatel-idol-x-5-8gb-2gb-android-jelly-bean-smartphone-desbloqueado-negro-vcr80s|757.00|Sol|S/.|nuevo|//media.linio.com.pe/p/alcatel-2047-2443241-1-product.jpg|799.00
273|li|Smartphone LG G4c H8525n (LG G4 mini ) 8G 4G LTE 8MP - Desbloqueado - Silver|/p/smartphone-lg-g4c-h8525n-lg-g4-mini-8g-4g-lte-8mp-desbloqueado-silver-vf4qop|1299.00|Sol|S/.|nuevo|//media.linio.com.pe/p/lg-2848-2093351-1-product.jpg|2500.00
274|li|Smartphone Samsung Galaxy S5 SM G900M 16GB 16MP 4G LTE Desbloqueado - Negro|/p/smartphone-samsung-galaxy-s5-sm-g900m-16gb-16mp-4g-lte-desbloqueado-negro-s0hho9|1499.00|Sol|S/.|nuevo|//media.linio.com.pe/p/samsung-8168-4611351-1-product.jpg|1989.00
275|li|Iphone 5S 16GB,Ram de 1GB,4G,Gorilla Glass,8MP, Desbloqueado.|/p/iphone-5s-16gb-ram-de-1gb-4g-gorilla-glass-8mp-desbloqueado-yq7wo7|1589.00|Sol|S/.|nuevo|//media.linio.com.pe/p/iphoneapple-1316-0061151-1-product.jpg|1699.00
276|li|Samsung Galaxy S5 SM-G900F 16GB 16MP 4G LTE Desbloqueado - Blanco|/p/samsung-galaxy-s5-sm-g900f-16gb-16mp-4g-lte-desbloqueado-blanco-ymmvnd|1509.00|Sol|S/.|nuevo|//media.linio.com.pe/p/samsung-8109-0611351-1-product.jpg|2299.00
277|li|Lg G4 Stylus - PantallaHD 5.7" QUADCore 4GLte 8MP + Frontal 5MP 8GB NFC Lapiz Stylus- Gris|/p/lg-g4-stylus-pantallahd-57-quadcore-4glte-8mp-frontal-5mp-8gb-nfc-lapiz-stylus-gris-x2o36h|979.00|Sol|S/.|nuevo|//media.linio.com.pe/p/lg-2669-1093351-1-product.jpg|1499.00
278|li|Nexus 6 - 32GB- blanco|/p/nexus-6-32gb-blanco-x0agnd|1350.00|Sol|S/.|nuevo|//media.linio.com.pe/p/motorola-3228-1458251-1-product.jpg|1450.00
279|li|DOOGEE F5 5.5" FHD 3G Smartphone libre Android 5.1 Octa core 16GB Oro EU|/p/doogee-f5-55-fhd-3g-smartphone-libre-android-51-octa-core-16gb-oro-eu-onmfk1|480.00|Sol|S/.|nuevo|//media.linio.com.pe/p/doogee-3728-6914351-1-product.jpg|799.00
280|li|Smartphone Samsung Galaxy J7 J700M  16GB 13MP 5.5'' Desbloqueado - Blanco|/p/smartphone-samsung-galaxy-j7-j700m-16gb-13mp-55-desbloqueado-blanco-x1hl40|1027.99|Sol|S/.|nuevo|//media.linio.com.pe/p/samsung-9728-1266141-1-product.jpg|1744.99
281|li|Samsung Galaxy J5 Duos J500M 8GB 13MP 5'' 4G LTE Desbloqueado - Negro|/p/samsung-galaxy-j5-duos-j500m-8gb-13mp-5-4g-lte-desbloqueado-negro-qfb7mu|949.90|Sol|S/.|nuevo|//media.linio.com.pe/p/samsung-0814-5272641-1-product.jpg|1189.00
282|li|Samsung Galaxy J7 4G LTE 16GB 13MP 5.5'' Desbloqueado - Dorado|/p/samsung-galaxy-j7-4g-lte-16gb-13mp-55-desbloqueado-dorado-vayja2|1019.00|Sol|S/.|nuevo|//media.linio.com.pe/p/samsung-6087-2791441-1-product.jpg|1600.00
283|li|SONY XPERIA Z5 COMPACT E5823 4G LTE - CORAL|/p/sony-xperia-z5-compact-e5823-4g-lte-coral-jplng2|2149.00|Sol|S/.|nuevo|//media.linio.com.pe/p/sony-2348-9892441-1-product.jpg|2900.00
284|li|Huawei - P8 GRA-L09 16GB 4G LTE 13MP Ram 3GB Desbloqueado - Gris|/p/huawei-p8-gra-l09-16gb-4g-lte-13mp-ram-3gb-desbloqueado-gris-qe4a3o|1539.00|Sol|S/.|nuevo|//media.linio.com.pe/p/huawei-2828-5485641-1-product.jpg|2199.00
285|li|Smartphone Samsung Galaxy A3 Duos A300 Dual Sim 16GB 8MP Desbloqueado - Negro|/p/smartphone-samsung-galaxy-a3-duos-a300-dual-sim-16gb-8mp-desbloqueado-negro-qe4d72|849.00|Sol|S/.|nuevo|//media.linio.com.pe/p/samsung-6680-5471641-1-product.jpg|1600.00
286|li|Smartphone Samsung Galaxy E5 RAM 1.5 GB 8MP 16 GB Quad-Core 1.2 GHz|/p/smartphone-samsung-galaxy-e5-ram-15-gb-8mp-16-gb-quad-core-12-ghz-opdzc2|989.00|Sol|S/.|nuevo|//media.linio.com.pe/p/samsung-moviles-7428-6659641-1-product.jpg|1049.00
287|li|LG G3 Mini Beat D722p 13MPX, 8GB 13MP 4G LTE Desbloqueado - Negro|/p/lg-g3-mini-beat-d722p-13mpx-8gb-13mp-4g-lte-desbloqueado-negro-yq7aae|819.00|Sol|S/.|nuevo|//media.linio.com.pe/p/lg-7389-0070441-1-product.jpg|1199.00
288|li|Samsung Galaxy Note Edge SM-N915G 32GB 16MP Desbloqueado - Negro|/p/samsung-galaxy-note-edge-sm-n915g-32gb-16mp-desbloqueado-negro-osz4a0|2349.00|Sol|S/.|nuevo|//media.linio.com.pe/p/samsung-1186-6024441-1-product.jpg|3499.00
289|li|Smartphone Samsung Galaxy S5 SM-G900 16GB 16MP 4G LTE - Negro - Desbloqueado.|/p/smartphone-samsung-galaxy-s5-sm-g900-16gb-16mp-4g-lte-negro-desbloqueado-qeps12|1499.90|Sol|S/.|nuevo|//media.linio.com.pe/p/samsung-0814-5372641-1-product.jpg|2599.00
290|li|SKY - 5.0S 4G 13MP Desbloqueado - Gris|/p/sky-50s-4g-13mp-desbloqueado-gris-jtqi90|559.00|Sol|S/.|nuevo|//media.linio.com.pe/p/sky-3927-9187941-1-product.jpg|679.00
291|li|LG G4 Stylus H540 4G LTE Nuevo 13mpx, Desbloqueado Color Gris|/p/lg-g4-stylus-h540-4g-lte-nuevo-13mpx-desbloqueado-color-gris-n3nxwc|1079.00|Sol|S/.|nuevo|//media.linio.com.pe/p/lg-1415-7382241-1-product.jpg|1599.00
292|li|HTC M8 Plataforma Windows 5.1 32Gb interno - Gris|/p/htc-m8-plataforma-windows-51-32gb-interno-gris-ymmen6|1449.00|Sol|S/.|nuevo|//media.linio.com.pe/p/htc-9768-0653541-1-product.jpg|2050.00
293|li|Smartphone Samsung Galaxy A5 A500H/DS Duos 16GB 13MP 5'' Desbloqueado - Negro|/p/smartphone-samsung-galaxy-a5-a500h-ds-duos-16gb-13mp-5-desbloqueado-negro-vcrbw8|1049.00|Sol|S/.|nuevo|//media.linio.com.pe/p/samsung-5471-2428141-1-product.jpg|1900.00
294|li|Smartphone Motorola Moto E 2da Generación XT1527 8GB 5MP 4G LTE Desbloqueado - Negro|/p/smartphone-motorola-moto-e-2da-generacio-n-xt1527-8gb-5mp-4g-lte-desbloqueado-negro-lhay37|525.00|Sol|S/.|nuevo|//media.linio.com.pe/p/motorola-9586-8196431-1-product.jpg|999.99
295|li|ASUS ZenFone 2 Laser ZE551KL 32GB Smartphone - plateado|/p/asus-zenfone-2-laser-ze551kl-32gb-smartphone-plateado-tqeygb|1250.00|Sol|S/.|nuevo|//media.linio.com.pe/p/asus-0984-3243151-1-product.jpg|
296|li|Smartphone LG G3 Stylus D690 Dual Sim 8GB 13MP Desbloqueado - Blanco|/p/smartphone-lg-g3-stylus-d690-dual-sim-8gb-13mp-desbloqueado-blanco-jpktdk|769.90|Sol|S/.|nuevo|//media.linio.com.pe/p/lg-9129-9861841-1-product.jpg|1169.00
297|li|Apple iPhone 5s 16GB-Dorado|/p/apple-iphone-5s-16gb-dorado-qgiibn|2499.00|Sol|S/.|nuevo|//media.linio.com.pe/p/apple-5509-5012431-1-product.jpg|
298|li|Smartphone LG G3 Stylus LG-D693n 13MP 8GB 5.5'' Desbloqueado - Negro|/p/smartphone-lg-g3-stylus-lg-d693n-13mp-8gb-55-desbloqueado-negro-yoevmh|849.00|Sol|S/.|nuevo|//media.linio.com.pe/p/lg-3515-0365431-1-product.jpg|1100.00
299|li|Caterpillar - Cat B15Q Dual Sim IP67 5Mp Ultra Rugged Libre de Fábrica - Negro|/p/caterpillar-cat-b15q-dual-sim-ip67-5mp-ultra-rugged-libre-de-fa-brica-negro-qe3t4n|1329.00|Sol|S/.|nuevo|//media.linio.com.pe/p/caterpillar-1966-5487811-1-product.jpg|1900.00
300|li|Motorola Moto G XT1068 2da Generación 8GB 8MP Dual Sim|/p/motorola-moto-g-xt1068-2da-generacio-n-8gb-8mp-dual-sim-s0gobm|799.00|Sol|S/.|nuevo|//media.linio.com.pe/p/motorola-7428-4659641-1-product.jpg|989.00
301|li|Celular - VeryKool  S3503 - Doble chip - Android 4.4 - Negro|/p/celular-verykool-s3503-doble-chip-android-44-negro-ose10x|199.00|Sol|S/.|nuevo|//media.linio.com.pe/p/verykool-2028-6118251-1-product.jpg|
302|li|Xiaomi Mi4i Smartphone Android 5 Octa Core Dual Sim 13Mp - Gris|/p/xiaomi-mi4i-smartphone-android-5-octa-core-dual-sim-13mp-gris-n2hae9|1299.00|Sol|S/.|nuevo|//media.linio.com.pe/p/xiaomi-7561-7592151-1-product.jpg|1499.00
303|li|ZOPO Speed 7  4G Smartphone Android 5.1  5.0 pulgadas de pantalla MTK6753 1.3MHz  Octa-Core Dual SIM 3GB RAM
16GB ROM OTG Black Negro EU|/p/zopo-speed-7-4g-smartphone-android-51-50-pulgadas-de-pantalla-mtk6753-13mhz-octa-core-dual-sim-3gb-ram-16gb-rom-otg-black-negro-eu-wzp4xv|501.00|Sol|S/.|nuevo|//media.linio.com.pe/p/zopo-3161-1503251-1-product.jpg|834.00
304|li|Sony Xperia Z5 Premiun E6883 Dual Sim 4G LTE Libre de Fábrica - Dorado|/p/sony-xperia-z5-premiun-e6883-dual-sim-4g-lte-libre-de-fa-brica-dorado-vdcvbh|2949.00|Sol|S/.|nuevo|//media.linio.com.pe/p/sony-6547-2373151-1-product.jpg|3900.00
305|li|Celular - VeryKool  S5002- Doble chip - IPS 5.5" - Negro|/p/celular-verykool-s5002-doble-chip-ips-55-negro-s3gq0h|399.00|Sol|S/.|nuevo|//media.linio.com.pe/p/verykool-2028-4118251-1-product.jpg|
306|li|Apple iPhone 6 128GB-Gris Espacial - Desbloqueado.|/p/apple-iphone-6-128gb-gris-espacial-desbloqueado-yof6gz|3389.90|Sol|S/.|nuevo|//media.linio.com.pe/p/apple-6314-0301351-1-product.jpg|4099.00
307|li|ETOWAY E1 Smartphone Android 4.4.2 Negro con Flip Cover,1 GB RAM, 5Mp, Quad Core 1.2GHz|/p/etoway-e1-smartphone-android-442-negro-con-flip-cover-1-gb-ram-5mp-quad-core-12ghz-vejfqz|249.00|Sol|S/.|nuevo|//media.linio.com.pe/p/etoway-0254-2147251-1-product.jpg|
308|li|Smartphone LG L70 D325G8 4.5'' Qualcomm Dual Core Android v4.4 Kit Kat 4GB 1GB 5MP Dual SIM - Negro|/p/smartphone-lg-l70-d325g8-45-qualcomm-dual-core-android-v44-kit-kat-4gb-1gb-5mp-dual-sim-negro-wzo4nl|449.00|Sol|S/.|nuevo|//media.linio.com.pe/p/lg-2708-1530711-1-product.jpg|999.00
309|li|Smartphone Sony Xperia T3 D 5106 8GB 4G Lte Desbloqueado - Blanco|/p/smartphone-sony-xperia-t3-d-5106-8gb-4g-lte-desbloqueado-blanco-s42ovn|950.00|Sol|S/.|nuevo|//media.linio.com.pe/p/sony-9891-4053031-1-product.jpg|1299.00
310|li|Smartphone Lg G3 Beat D722 5'' Quad-Core a 1.2GHz Android 4.4 Kitkat 1GB 8GB Desbloqueado - Blanco|/p/smartphone-lg-g3-beat-d722-5-quad-core-a-12ghz-android-44-kitkat-1gb-8gb-desbloqueado-blanco-tnzuod|819.00|Sol|S/.|nuevo|//media.linio.com.pe/p/lg-2296-3617711-1-product.jpg|1399.00
311|li|Smartphone LG G3 Stylus D690 Dual Sim 8gb 13Mpx Desbloqueado Color Blanco|/p/smartphone-lg-g3-stylus-d690-dual-sim-8gb-13mpx-desbloqueado-color-blanco-opz11l|759.00|Sol|S/.|nuevo|//media.linio.com.pe/p/lg-2624-6567831-1-product.jpg|1199.00
312|li|Smartphone LG G3 D855 16GB 13MP Desbloqueado - Negro + REGALO Lamina de Vidrio Templado|/p/smartphone-lg-g3-d855-16gb-13mp-desbloqueado-negro-regalo-lamina-de-vidrio-templado-n3mriv|1260.00|Sol|S/.|nuevo|//media.linio.com.pe/p/lg-7588-7307711-1-product.jpg|1400.00
313|li|Teléfono Celular Huawei Ascend P7 16GB-Negro|/p/tele-fono-celular-huawei-ascend-p7-16gb-negro-lgoumv|1169.00|Sol|S/.|nuevo|//media.linio.com.pe/p/huawei-0638-8207711-1-product.jpg|1300.00
314|li|Smartphone Samsung Galaxy Ace 4 4GB 5MP - Negro|/p/smartphone-samsung-galaxy-ace-4-4gb-5mp-negro-n02b9t|449.99|Sol|S/.|nuevo|//media.linio.com.pe/p/samsung-9777-7930711-1-product.jpg|530.00
315|li|Smartphone Samsung Galaxy J1 SM-J100MU LTE 4G 5MP 1.2GHz Desbloqueado - Negro|/p/smartphone-samsung-galaxy-j1-sm-j100mu-lte-4g-5mp-12ghz-desbloqueado-negro-yq79k2|650.00|Sol|S/.|nuevo|//media.linio.com.pe/p/samsung-7134-0021421-1-product.jpg|1200.00
316|li|Smartphone LG G2 Mini D625 8GB 13MP 4G LTE - Negro|/p/smartphone-lg-g2-mini-d625-8gb-13mp-4g-lte-negro-n1c9kl|719.00|Sol|S/.|nuevo|//media.linio.com.pe/p/lg-0077-775629-1-product.jpg|899.00
